37,"01-02-01:15:51",24,"Donation",0
38,"01-02-02:14:02",37,"Donation",0
39,"01-02-06:00:00",8,"Donation",0
40,"01-02-05:00:00",17,"EFAP-FB",0
41,"01-02-13:10:05",8,"Donation",0
42,"01-02-13:10:53",38,"Donation",0
43,"01-02-13:10:55",39,"Donation",0
44,"01-02-13:10:58",40,"Donation",0
45,"01-02-13:11:18",21,"Donation",0
46,"01-02-13:11:23",24,"Donation",0
47,"01-02-16:11:43",15,"TEFAP",0
48,"01-02-16:13:18",39,"Donation",0
49,"01-02-16:13:19",23,"Donation",0
50,"01-02-20:08:52",40,"Donation",0
51,"01-02-20:08:53",8,"Donation",0
52,"01-02-22:11:20",16,"EFAP",660.78
54,"01-02-27:11:26",8,"Donation",0
55,"01-01-09:00:00",16,"EFAP",657.81
56,"00-10-31:00:00",16,"EFAP",123.66
57,"01-02-27:11:38",40,"Donation",0
58,"00-12-26:00:00",16,"EFAP",212.67
59,"00-11-02:00:00",17,"EFAP-FB",0
60,"00-07-18:00:00",16,"EFAP",0.9
61,"00-09-07:00:00",17,"EFAP-FB",0
62,"00-09-26:00:00",16,"EFAP",270.2
63,"00-09-11:00:00",16,"EFAP",582.57
64,"00-10-11:00:00",16,"EFAP",281.7
65,"00-09-27:00:00",16,"EFAP",102.33
66,"00-10-18:00:00",16,"EFAP",0
67,"00-10-24:00:00",16,"EFAP",109.44
68,"01-01-01:00:00",15,"TEFAP",0
69,"01-01-16:00:00",15,"TEFAP",0
70,"00-11-14:00:00",15,"TEFAP",0
71,"00-12-01:00:00",15,"TEFAP",0
72,"00-10-01:00:00",15,"TEFAP",0
73,"00-10-31:00:00",15,"TEFAP",0
74,"00-10-10:00:00",15,"TEFAP",0
75,"00-10-24:00:00",15,"TEFAP",0
76,"00-11-01:00:00",15,"TEFAP",0
77,"00-09-01:00:00",15,"TEFAP",0
78,"01-02-28:00:00",23,"Donation",0
80,"01-02-27:00:00",15,"TEFAP",0
81,"01-02-01:00:00",15,"TEFAP",0
82,"01-01-30:00:00",41,"Donation",0
83,"00-07-01:00:00",24,"Donation",0
84,"00-07-12:00:00",8,"Donation",0
85,"00-07-13:00:00",8,"Donation",0
86,"00-07-04:00:00",8,"Donation",0
87,"00-07-18:00:00",24,"Donation",0
88,"00-07-18:00:00",8,"Donation",0
89,"00-07-18:00:00",8,"Donation",0
90,"00-07-21:00:00",42,"Donation",0
91,"00-07-24:00:00",8,"Donation",0
92,"00-07-25:00:00",43,"Donation",1027.5
93,"00-07-24:00:00",18,"Donation",540
94,"00-07-27:00:00",41,"Donation",0
95,"00-07-31:00:00",23,"Donation",0
96,"00-07-20:00:00",24,"Donation",0
97,"00-08-01:00:00",8,"Donation",0
98,"00-08-03:00:00",45,"Donation",0
99,"00-08-03:00:00",24,"Donation",0
100,"00-08-08:00:00",8,"Donation",0
101,"00-08-08:00:00",40,"Donation",0
102,"00-08-08:00:00",46,"Donation",0
103,"01-03-06:00:00",8,"Donation",0
104,"01-03-06:00:00",40,"Donation",0
105,"00-08-15:00:00",8,"Donation",0
106,"00-08-22:00:00",46,"Donation",0
107,"00-08-23:00:00",40,"Donation",0
108,"00-08-23:00:00",47,"Donation",0
109,"00-08-29:00:00",8,"Donation",0
110,"00-08-31:00:00",24,"Donation",0
111,"00-09-05:00:00",8,"Donation",0
112,"00-09-05:00:00",48,"Donation",0
113,"00-09-12:00:00",8,"Donation",0
114,"00-09-19:00:00",24,"Donation",0
115,"00-09-19:00:00",46,"Donation",0
116,"00-09-27:00:00",46,"Donation",0
117,"00-09-26:00:00",8,"Donation",0
118,"00-08-19:00:00",8,"Donation",0
119,"00-09-19:00:00",8,"Donation",0
120,"00-10-03:00:00",49,"Donation",0
121,"00-10-03:00:00",46,"Donation",0
122,"00-10-04:00:00",41,"Donation",0
123,"00-10-03:00:00",8,"Donation",0
124,"00-10-10:00:00",8,"Donation",0
125,"00-10-17:00:00",8,"Donation",0
126,"00-10-14:00:00",23,"Donation",0
127,"00-10-24:00:00",8,"Donation",0
128,"00-10-20:00:00",48,"Donation",0
129,"00-10-24:00:00",46,"Donation",0
130,"00-10-03:00:00",46,"Donation",0
131,"00-10-24:00:00",44,"Donation",0
132,"00-10-30:00:00",50,"Donation",0
133,"00-10-30:00:00",23,"Donation",0
134,"00-10-31:00:00",48,"Donation",0
135,"00-10-31:00:00",41,"Donation",0
136,"00-11-09:00:00",20,"Donation",0
137,"00-11-16:00:00",20,"Donation",0
138,"00-11-16:00:00",51,"Donation",0
139,"00-11-16:00:00",23,"Donation",0
140,"00-11-15:00:00",40,"Donation",0
141,"00-11-15:00:00",24,"Donation",0
142,"00-10-31:00:00",8,"Donation",0
143,"00-11-07:00:00",8,"Donation",0
144,"00-11-21:00:00",8,"Donation",0
145,"00-11-07:00:00",40,"Donation",0
146,"00-11-20:00:00",48,"Donation",0
147,"00-11-28:00:00",40,"Donation",0
148,"00-12-01:00:00",52,"Donation",0
149,"00-12-12:00:00",40,"Donation",0
150,"00-12-19:00:00",53,"Donation",0
151,"00-12-19:00:00",23,"Donation",0
152,"00-12-13:00:00",40,"Donation",0
153,"00-12-13:00:00",23,"Donation",0
154,"00-12-15:00:00",23,"Donation",0
155,"01-03-06:12:59",23,"Donation",0
156,"00-12-15:00:00",23,"Donation",0
157,"00-12-19:00:00",45,"Donation",0
158,"00-11-28:00:00",8,"Donation",0
159,"00-12-12:00:00",8,"Donation",0
160,"00-12-19:00:00",8,"Donation",0
161,"00-12-11:00:00",41,"Donation",0
162,"00-12-22:00:00",23,"Donation",0
163,"00-12-22:00:00",23,"Donation",0
164,"00-12-22:00:00",24,"Donation",0
165,"00-12-19:00:00",54,"Donation",0
166,"00-12-22:00:00",23,"Donation",0
167,"00-12-12:00:00",24,"Donation",0
168,"00-12-29:00:00",41,"Donation",0
169,"01-01-02:00:00",8,"Donation",0
170,"01-01-09:00:00",8,"Donation",0
171,"01-01-10:00:00",48,"Donation",0
172,"01-01-17:00:00",45,"Donation",0
173,"00-01-22:00:00",24,"Donation",0
174,"01-01-23:00:00",41,"Donation",0
175,"00-01-23:00:00",8,"Donation",0
176,"01-01-31:00:00",40,"Donation",0
177,"01-01-27:00:00",23,"Donation",0
178,"01-02-09:00:00",21,"Donation",0
179,"01-03-07:08:49",24,"Donation",0
180,"01-03-08:10:39",41,"Donation",0
181,"01-03-12:10:41",55,"Donation",0
182,"01-03-12:10:54",17,"EFAP-FB",0
183,"01-03-14:10:25",24,"Donation",0
184,"01-03-14:00:00",56,"Donation",562.5
185,"01-03-16:11:47",16,"EFAP",289.71
186,"01-03-16:11:52",15,"TEFAP",0
187,"01-03-19:12:27",44,"Donation",0
188,"01-03-19:12:27",41,"Donation",0
190,"01-03-22:08:29",53,"Donation",14541
191,"01-03-27:00:00",57,"Donation",0
192,"01-03-27:00:00",41,"Donation",0
193,"01-03-29:13:10",58,"Donation",0
194,"01-04-03:10:36",8,"Donation",0
195,"01-03-28:00:00",16,"EFAP",356.94
196,"01-04-04:00:00",16,"EFAP",560.88
197,"01-04-30:00:00",15,"TEFAP",0
198,"01-04-10:09:14",58,"Donation",0
199,"01-04-10:09:16",8,"Donation",0
200,"01-04-11:12:31",40,"Donation",0
202,"01-04-12:11:55",15,"TEFAP",335.5
203,"01-04-12:11:56",15,"TEFAP",573.04
204,"01-04-12:12:31",59,"Donation",0
205,"01-04-17:11:42",24,"Donation",0
206,"01-04-24:15:19",8,"Donation",1.5
207,"01-04-24:15:20",40,"Donation",1.5
208,"01-04-30:15:29",16,"EFAP",48.6
209,"01-04-30:15:33",16,"Donation",0
210,"01-04-30:15:34",15,"TEFAP",0
211,"01-05-03:14:08",8,"Donation",1.8
213,"01-04-30:00:00",53,"Donation",0
214,"01-05-03:00:00",16,"EFAP",105.3
215,"01-04-30:00:00",15,"TEFAP",0
216,"01-05-08:12:16",24,"Donation",57
217,"01-04-26:00:00",15,"TEFAP",0
218,"01-05-12:00:00",22,"Donation",0
219,"01-05-14:00:00",15,"TEFAP",0
220,"01-05-16:00:00",16,"EFAP",74.16
221,"01-05-16:00:00",16,"EFAP",74.16
222,"01-05-29:13:50",40,"Donation",0
223,"01-05-29:13:52",8,"Donation",0
224,"01-06-04:00:00",15,"TEFAP",0
225,"01-06-06:00:00",8,"Donation",2490
226,"01-06-11:08:59",40,"Donation",99
227,"01-06-01:00:00",22,"Donation",226.5
228,"01-06-11:11:19",8,"Donation",343.5
229,"01-06-12:12:10",8,"Donation",780
230,"01-06-19:10:04",8,"Donation",720
231,"01-06-19:11:23",45,"Donation",1875
232,"01-06-20:08:43",17,"Non-Federal",1087.88
233,"01-06-26:00:00",8,"Donation",0
234,"02-11-07:00:00",15,"TEFAP",0
235,"01-06-28:12:00",16,"FEMA",0
